Date,رقم القيد,نوع المصرف ,اسم الحساب ,التوصيف,اسم المشروع معدل,اسم المشروع,مبلغ القيد,Type,Code,
1-Jan-20,347,خامات,كهرباء وإنارة,مطالبه أكتوبر عن شهر يناير 2020 - شمال القاهرة لتوزيع الكهرباء,جراج شبرا,جراج شبرا,1283.25,الإدارة,2002,
1-Jan-20,348,خامات,كهرباء وإنارة,مطالبه أكتوبر عن شهر يناير 2020 - شمال القاهرة لتوزيع الكهرباء,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),138.65,الاستثمار,7007,
1-Jan-20,349,المقاولين,اعمال متكاملة ,قيود ميزانيه 31/12/2019,واحه المهندسين,واحه المهندسين,-725757.28,المقاولات,4005,
1-Jan-20,350,المقاولين,اعمال متكاملة ,قيود ميزانيه 31/12/2019,57ع. رؤية,57ع. رؤية,-277397.10,المقاولات,4023,
1-Jan-20,351,المقاولين,اعمال متكاملة ,قيود ميزانيه 31/12/2019,78ع. اكتوبر,78ع. اكتوبر,-380651.14,المقاولات,4001,
1-Jan-20,365,المقاولين,أعمال البياض وكرانيش والحليات,ت.م 22 - مكتب المدينه للمقاولات,9 سكوير,9 سكوير,25897.50,المقاولات,4025,
1-Jan-20,377,المقاولين,يوميات عمالة - مقاولين,ت.م 20 - الربيع للمقاولات,كوبرى القنطرة الجنوبى - بور سعيد,كوبرى القنطرة الجنوبى - بور سعيد,107113.75,المقاولات,4074,
1-Jan-20,379,المقاولين,يوميات عمالة - مقاولين,ت.م 24 - الربيع للمقاولات,كوبرى القنطرة غرب - اسماعيليه,كوبرى القنطرة غرب - اسماعيليه,100777.75,المقاولات,4060,
1-Jan-20,381,المقاولين,يوميات عمالة - مقاولين,ت.م 5 - محمد بكرى,57ع. رؤية,57ع. رؤية,11125.00,المقاولات,4023,
1-Jan-20,381,خامات,خامات ومهمات,ت.م 5 - محمد بكرى سعيد - تخفيض خامات,57ع. رؤية,57ع. رؤية,-791.24,المقاولات,4023,
1-Jan-20,389,بنوك,فوائد  تمويليه تأجير تمويلى,تمويل كوريدور الربع الأول - كوربليس للتأجير التمويلى,مصروف الايجار التمويلي,مصروف الايجار التمويلي,19818.00,الايجار التمويلي,6001,
1-Jan-20,392,رسوم_وضرائب,ضرائب,قيمة 0.0001 من القيمة الاسميه لرأس المال المصدر - صندوق حمايه المستثمر من المخاطر الغير التجاريه,الادارة العامة ,الادارة العامة ,76191.52,الإدارة,2001,
1-Jan-20,393,رسوم_وضرائب,التأمينات الاجتماعيه,سداد تأمينات مستخلص جارى رقم 2 - تنسيق الموقع,المجزر الى,المجزر الى,27921.00,المقاولات,4040,
1-Jan-20,394,رسوم_وضرائب,التأمينات الاجتماعيه,سداد تأمينات مستخلص جارى رقم 1 - مشروع 2187,كهرباء مول غرب الشروق,كهرباء مول غرب الشروق,79200.00,المقاولات,4073,
1-Jan-20,396,رسوم_وضرائب,التأمينات الاجتماعيه,سداد تأمينات مستخلص جارى رقم 1 - مشروع 2186,كهرباء مول غرب الشروق,كهرباء مول غرب الشروق,33234.75,المقاولات,4073,
1-Jan-20,404,خامات,خامات ومهمات,ت.م مقطوعيه - كامل عامر - تخفيض خامات,محطه قريه الريد,محطه قريه الريد,-290.00,المقاولات,4010,
1-Jan-20,406,خامات,خامات ومهمات,ت.م مقطوعيه - كامل عامر - تخفيض خامات,محطه صدر الحيطان,محطه صدر الحيطان,-250.00,المقاولات,4009,
1-Jan-20,408,خامات,خامات ومهمات,ت.م مقطوعيه - كامل عامر - تخفيض خامات,محطه صدر الحيطان,محطه صدر الحيطان,-575.00,المقاولات,4009,
1-Jan-20,410,خامات,خامات ومهمات,ت.م مقطوعيه - كامل عامر - تخفيض خامات,محطه قريه الريد,محطه قريه الريد,-575.00,المقاولات,4010,
1-Jan-20,412,المقاولين,اعمال مقطوعيه - مقاولين,ت.م مقطوعيه - مسعود إبراهيم,78ع. اكتوبر,78ع. اكتوبر,125700.00,المقاولات,4001,
1-Jan-20,414,المقاولين,اعمال مقطوعيه - مقاولين,ت.م مقطوعيه - علاء محمد مرسى ,78ع. اكتوبر,78ع. اكتوبر,66937.50,المقاولات,4001,
1-Jan-20,414,خامات,خامات ومهمات,ت.م مقطوعيه - علاء محمد مرسى - تخفيض خامات ,78ع. اكتوبر,78ع. اكتوبر,-3346.87,المقاولات,4001,
1-Jan-20,418,المقاولين,اعمال مقطوعيه - مقاولين,ت.م 9 - أنور خلف صديق ,57ع. رؤية,57ع. رؤية,1650.00,المقاولات,4023,
1-Jan-20,418,خامات,خامات ومهمات,ت.م 9 - أنور خلف صديق - تخفيض خامات,57ع. رؤية,57ع. رؤية,-247.50,المقاولات,4023,
1-Jan-20,420,المقاولين,اعمال العزل ,ت.م 1 - محمد سعيد مطاوع,9 سكوير,9 سكوير,32563.80,المقاولات,4025,
1-Jan-20,422,المقاولين,اعمال العزل ,ت.م 1 - محمد سعيد مطاوع,10ع. الوادي,10ع. الوادي,48774.60,المقاولات,4024,
1-Jan-20,424,المقاولين,أعمال شبكات كهرباء,ت.م 6 - العالميه مصطفى العربى,كهرباء مول غرب الشروق,كهرباء مول غرب الشروق,534224.50,المقاولات,4073,
1-Jan-20,426,خامات,خامات ومهمات,ت.م مقطوعيه - كامل عامر - تخفيض خامات,محطه صدر الحيطان,محطه صدر الحيطان,-290.00,المقاولات,4009,
1-Jan-20,428,المقاولين,يوميات عمالة - مقاولين,ت.م 56 - محمد خلف محمد بركات ,78ع. اكتوبر,78ع. اكتوبر,29640.00,المقاولات,4001,
1-Jan-20,430,المقاولين,أعمال رخام و كوليسترا,ت.م 1 - سيتى انترناشيونال,57ع. رؤية,57ع. رؤية,343535.00,المقاولات,4023,
1-Jan-20,432,المقاولين,اعمال كريتال ومشغولات معدنيه,ت.م 1 - الهضبه الدوليه,9 سكوير,9 سكوير,30240.00,المقاولات,4025,
1-Jan-20,436,المقاولين,أعمال رخام و كوليسترا,ت.م 6 - ايجى ستون,57ع. رؤية,57ع. رؤية,19090.00,المقاولات,4023,
1-Jan-20,442,المقاولين,أعمال البياض وكرانيش والحليات,ت.م 7 - مصطفى محمد إبراهيم,57ع. رؤية,57ع. رؤية,30819.60,المقاولات,4023,
1-Jan-20,443,خامات,خامات ومهمات,ت.م 7 - مصطفى محمد إبراهيم - تخفيض خامات,57ع. رؤية,57ع. رؤية,-2500.00,المقاولات,4023,
1-Jan-20,444,رسوم_وضرائب,ضرائب,قيمة سداد العماله الغير منتظمه مستخلص 2 بنود غير مستجده - تنسيق موقع,المجزر الى,المجزر الى,5817.00,المقاولات,4040,
1-Jan-20,447,رسوم_وضرائب,ضرائب,رسوم استخراج قوائم المساهمين - مصر المقاصه واليداع والقيد المركزى,الادارة العامة ,الادارة العامة ,3000.00,الإدارة,2001,
1-Jan-20,450,رسوم_وضرائب,ضرائب,سداد اتاوة المحاجر عن المستخلص رقم 2 - تنسيق الموقع,المجزر الى,المجزر الى,10765.00,المقاولات,4040,
1-Jan-20,452,رسوم_وضرائب,ضرائب,قيمة سداد العماله الغير منتظمه مستخلص 1 - جارى ملحق رقم 5,المجزر الى,المجزر الى,5453.10,المقاولات,4040,
1-Jan-20,456,خامات,خامات ومهمات,ت.م مقطوعيه - كامل عامر - تخفيض خامات,محطه صدر الحيطان,محطه صدر الحيطان,-325.00,المقاولات,4009,
1-Jan-20,458,خامات,خامات ومهمات,ت.م مقطوعيه - كامل عامر - تخفيض خامات,محطه قريه الريد,محطه قريه الريد,-325.00,المقاولات,4010,
1-Jan-20,460,خامات,خامات ومهمات,ت.م ختامى - المتحده للاستثمارات الزراعيه - تخفيض خامات ,57ع. رؤية,57ع. رؤية,-60558.13,المقاولات,4023,
1-Jan-20,462,خامات,خامات ومهمات,ت.م مقطوعيه - ماوان - تخفيض خامات,محطه قريه الريد,محطه قريه الريد,-750.00,المقاولات,4010,
1-Jan-20,463,خامات,خامات ومهمات,ت.م مقطوعيه - ماوان - تخفيض خامات,محطه قريه الريد,محطه قريه الريد,-750.00,المقاولات,4010,
1-Jan-20,466,رسوم_وضرائب,ضرائب,سداد اتاوة المحاجر عن المستخلص رقم 1 - تنسيق الموقع,المجزر الى,المجزر الى,6681.00,المقاولات,4040,
1-Jan-20,470,المقاولين,أعمال البياض وكرانيش والحليات,ت.م 2 - محمود محمد محمود,9 سكوير,9 سكوير,13387.50,المقاولات,4025,
1-Jan-20,471,خامات,خامات ومهمات,تسوية عهدة مصطفى المليجى - مصروفات نثريه - مشتريات,مول ستون ستريت,مول ستون ستريت,100.00,المقاولات,4075,
1-Jan-20,472,خامات,خامات ومهمات,تسوية عهدة مصطفى المليجى - مصروفات نثريه - مشتريات,57ع. رؤية,57ع. رؤية,665.00,المقاولات,4023,
1-Jan-20,473,خامات,خامات ومهمات,تسوية عهدة مصطفى المليجى - مصروفات نثريه - صيانه واصلاحات,57ع. رؤية,57ع. رؤية,1470.00,المقاولات,4023,
1-Jan-20,474,الخدمات,أعمال بالمقطوعية,تسوية عهدة مصطفى المليجى - مقطوعيه - ايجار هيلتى - عمل انسومات,78ع. اكتوبر,78ع. اكتوبر,9650.00,المقاولات,4001,
1-Jan-20,475,خامات,خامات ومهمات,تسوية عهدة مصطفى المليجى - مصروفات نثريه,78ع. اكتوبر,78ع. اكتوبر,325.00,المقاولات,4001,
1-Jan-20,475,خامات,وقود وزيوت,تسوية عهدة مصطفى المليجى - فواتير بنزين,78ع. اكتوبر,78ع. اكتوبر,7130.00,المقاولات,4001,
1-Jan-20,477,خامات,خامات ومهمات,تسوية عهدة مصطفى المليجى - مصروفات نثريه - مشتريات,78ع. اكتوبر,78ع. اكتوبر,5700.00,المقاولات,4001,
1-Jan-20,479,خامات,خامات ومهمات,تسوية عهدة محمد طعيمه - مصروفات نثريه مشتريات,العاصمه الادرايه,العاصمه الادرايه,45.00,المقاولات,4058,
1-Jan-20,479,الخدمات,أعمال بالمقطوعية,تسوية عهدة محمد طعيمه - ايصالات اعمال,العاصمه الادرايه,العاصمه الادرايه,1350.00,المقاولات,4058,
1-Jan-20,480,الخدمات,أعمال بالمقطوعية,تسوية عهدة محمد طعيمه - ايصالات اعمال,العاصمه الادرايه,العاصمه الادرايه,200.00,المقاولات,4058,
1-Jan-20,481,الخدمات,أعمال بالمقطوعية,تسوية عهدة محمد طعيمه - مقطوعيه - دهانات - نظافه - نزح مياه,المجزر الى,المجزر الى,3000.00,المقاولات,4040,
1-Jan-20,486,الخدمات,أعمال بالمقطوعية,تسوية عهدة محمد عواد - مقطوعيه عزل - خرسانه,تشطيبات مول غرب الشروق,تشطيبات مول غرب الشروق,20350.00,المقاولات,4062,
1-Jan-20,487,الخدمات,أعمال بالمقطوعية,تسوية عهدة محمد عواد - مقطوعيه عزل - ايجار لودر - بياض - سقالات,مول غرب الشروق,مول غرب الشروق,38822.50,المقاولات,4036,
1-Jan-20,488,خامات,خامات ومهمات,تسوية عهدة ماهر جرجس - مصروفات نثريه ايصالات اعمال,كوبرى الكابلات - عمر المختار,كوبرى الكابلات - عمر المختار,250.00,المقاولات,4076,
1-Jan-20,489,خامات,خامات ومهمات,تسوية عهدة ماهر جرجس - مصروفات نثريه ايصالات اعمال,كوبرى الكابلات - عمر المختار,كوبرى الكابلات - عمر المختار,260.00,المقاولات,4076,
1-Jan-20,490,الخدمات,ايجار معدات,تسوية عهدة ماهر جرجس - ايجار تريلا,كوبرى الكابلات - عمر المختار,كوبرى الكابلات - عمر المختار,3500.00,المقاولات,4076,
1-Jan-20,490,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسوية عهدة ماهر جرجس - كارته طريق,كوبرى الكابلات - عمر المختار,كوبرى الكابلات - عمر المختار,1500.00,المقاولات,4076,
1-Jan-20,491,الخدمات,أعمال بالمقطوعية,تسوية عهدة ماهر جرجس - - ايصالات اعمال,كوبرى الكابلات - عمر المختار,كوبرى الكابلات - عمر المختار,6200.00,المقاولات,4076,
1-Jan-20,492,الخدمات,ايجار معدات,تسوية عهدة ماهر جرجس - ايجار حفار,كوبرى الكابلات - عمر المختار,كوبرى الكابلات - عمر المختار,33250.00,المقاولات,4076,
1-Jan-20,495,خامات,خامات ومهمات,تسوية عهدة ماهر جرجس - مصروفات نثريه - إصلاحات,كوبرى القنطرة غرب - اسماعيليه,كوبرى القنطرة غرب - اسماعيليه,780.00,المقاولات,4060,
1-Jan-20,495,خامات,كهرباء وإنارة,تسوية عهدة ماهر جرجس - شحن عداد الكهرباء,كوبرى القنطرة غرب - اسماعيليه,كوبرى القنطرة غرب - اسماعيليه,198.75,المقاولات,4060,
1-Jan-20,495,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسوية عهدة ماهر جرجس - كارته طريق,كوبرى القنطرة غرب - اسماعيليه,كوبرى القنطرة غرب - اسماعيليه,25.00,المقاولات,4060,
1-Jan-20,496,الخدمات,أعمال بالمقطوعية,تسوية عهدة ماهر جرجس - ايصالات اعمال,كوبرى القنطرة غرب - اسماعيليه,كوبرى القنطرة غرب - اسماعيليه,590.00,المقاولات,4060,
1-Jan-20,496,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسوية عهدة ماهر جرجس - كارته طريق,كوبرى القنطرة غرب - اسماعيليه,كوبرى القنطرة غرب - اسماعيليه,1870.00,المقاولات,4060,
1-Jan-20,497,الخدمات,أعمال بالمقطوعية,تسوية عهدة ماهر جرجس - ايصالات اعمال,كوبرى القنطرة غرب - اسماعيليه,كوبرى القنطرة غرب - اسماعيليه,610.00,المقاولات,4060,
1-Jan-20,497,الخدمات,مصاريف وزن,تسوية عهدة ماهر جرجس - ميزان حديد,كوبرى القنطرة غرب - اسماعيليه,كوبرى القنطرة غرب - اسماعيليه,60.00,المقاولات,4060,
1-Jan-20,497,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسوية عهدة ماهر جرجس - كارته طريق,كوبرى القنطرة غرب - اسماعيليه,كوبرى القنطرة غرب - اسماعيليه,4750.00,المقاولات,4060,
1-Jan-20,497,الخدمات,صيانه,تسوية عهدة ماهر جرجس - حفار كوماتسو,كوبرى القنطرة غرب - اسماعيليه,كوبرى القنطرة غرب - اسماعيليه,22900.00,المقاولات,4060,
1-Jan-20,501,خامات,خامات ومهمات,تسوية عهدة ماهر جرجس - مصروفات نثريه - إصلاحات,كوبرى القنطرة الجنوبى - بور سعيد,كوبرى القنطرة الجنوبى - بور سعيد,1530.00,المقاولات,4074,
1-Jan-20,501,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسوية عهدة ماهر جرجس - كارته طريق,كوبرى القنطرة الجنوبى - بور سعيد,كوبرى القنطرة الجنوبى - بور سعيد,1000.00,المقاولات,4074,
1-Jan-20,502,الخدمات,أعمال بالمقطوعية,تسوية عهدة ماهر جرجس - ايصالات اعمال,كوبرى القنطرة الجنوبى - بور سعيد,كوبرى القنطرة الجنوبى - بور سعيد,220.00,المقاولات,4074,
1-Jan-20,502,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسوية عهدة ماهر جرجس - كارته طريق,كوبرى القنطرة الجنوبى - بور سعيد,كوبرى القنطرة الجنوبى - بور سعيد,1700.00,المقاولات,4074,
1-Jan-20,504,اجور,اجور اضافية ,اثبات المنصرف من خزينه مصرالجديده يوم 19/1/2020 - بدل انتقال ومعيشه اسلام مجدى + اسلام حرز من 22 الى 26 ديسمبر,الاسماعيليه الجديده,الاسماعيليه الجديده,1250.00,المقاولات,4038,
1-Jan-20,504,اجور,اجور اضافية ,اثبات المنصرف من خزينه مصرالجديده يوم 19/1/2020 - بدل انتقال ومعيشه اسلام مجدى + اسلام حرز,الاسماعيليه الجديده,الاسماعيليه الجديده,625.00,المقاولات,4038,
1-Jan-20,504,اجور,اجور اضافية ,اثبات المنصرف من خزينه مصرالجديده يوم 19/1/2020 - بدل انتقال ومعيشه اسلام مجدى + اسلام حرز,الاسماعيليه الجديده,الاسماعيليه الجديده,250.00,المقاولات,4038,
1-Jan-20,505,اجور,اجور اضافية ,اثبات المنصرف من خزينه مصرالجديده يوم 19/1/2020 -عمل يوم محمد عبدالعاطى,الادارة العامة ,الادارة العامة ,90.00,الإدارة,2001,
1-Jan-20,505,الخدمات,دعاية وإستقبال وضيافة,اثبات المنصرف من خزينه مصرالجديده يوم 19/1/2020 - ضيافه - الإدارة الماليه,الادارة العامة ,الادارة العامة ,553.00,الإدارة,2001,
1-Jan-20,505,الخدمات,دعاية وإستقبال وضيافة,اثبات المنصرف من خزينه مصرالجديده يوم 19/1/2020 -مصاريف بوفيه - شراء مياه - محمود الجندى,الادارة العامة ,الادارة العامة ,2340.00,الإدارة,2001,
1-Jan-20,507,اجور,اجور اضافية ,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - انتقالات ومعيشه - اسلام حرز,الاسماعيليه الجديده,الاسماعيليه الجديده,625.00,المقاولات,4038,
1-Jan-20,507,الخدمات,إنتقال وبدل سفر ,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - السيد إبراهيم السيد,الاسماعيليه الجديده,الاسماعيليه الجديده,200.00,المقاولات,4038,
1-Jan-20,508,اجور,اجور اساسية ,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - راتب يناير - ايمن رأفت إبراهيم ,57ع. رؤية,57ع. رؤية,2501.00,المقاولات,4023,
1-Jan-20,508,اجور,اجور اساسية ,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - راتب يناير - احمد عبدالناصر,57ع. رؤية,57ع. رؤية,1326.00,المقاولات,4023,
1-Jan-20,508,الخدمات,إنتقال وبدل سفر ,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - مأموريات - خالد سيد حسين,57ع. رؤية,57ع. رؤية,30.00,المقاولات,4023,
1-Jan-20,509,اجور,اجور اضافية ,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - سهر وعمل ايمن إبراهيم السيد,الادارة العامة ,الادارة العامة ,505.00,الإدارة,2001,
1-Jan-20,509,اجور,اجور اضافية ,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - سهر إدارة المخازن,الادارة العامة ,الادارة العامة ,150.00,الإدارة,2001,
1-Jan-20,509,اجور,اجور اضافية ,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - عمل يوم - الإدارة الماليه,الادارة العامة ,الادارة العامة ,990.00,الإدارة,2001,
1-Jan-20,509,الخدمات,إنتقال وبدل سفر ,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - مأموريات - نبيله جمال - احمد مصطفى سالم,الادارة العامة ,الادارة العامة ,100.00,الإدارة,2001,
1-Jan-20,509,الخدمات,إنتقال وبدل سفر ,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - المشتريات,الادارة العامة ,الادارة العامة ,115.00,الإدارة,2001,
1-Jan-20,509,الخدمات,إنتقال وبدل سفر ,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - مأموريات - حسين عامر -,الادارة العامة ,الادارة العامة ,118.00,الإدارة,2001,
1-Jan-20,509,الخدمات,إنتقال وبدل سفر ,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - مأموريات - حسين عامر -,الادارة العامة ,الادارة العامة ,60.00,الإدارة,2001,
1-Jan-20,509,الخدمات,إنتقال وبدل سفر ,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - عبدالحميد رجب,الادارة العامة ,الادارة العامة ,240.00,الإدارة,2001,
1-Jan-20,509,الخدمات,دعاية وإستقبال وضيافة,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - ضيافه - الاداترة الماليه,الادارة العامة ,الادارة العامة ,670.00,الإدارة,2001,
1-Jan-20,510,الخدمات,تصوير,اثبات المنصرف من خزينه مصرالجديده يوم 20/1/2020 - تصوير مستندات,محطة الريسه,محطة الريسه,248.00,المقاولات,4056,
1-Jan-20,511,الخدمات,إنتقال وبدل سفر ,اثبات المنصرف من خزينه مصرالجديده يوم 21/1/2020 - مصطفى حمايه,الادارة العامة ,الادارة العامة ,50.00,الإدارة,2001,
1-Jan-20,511,الخدمات,إنتقال وبدل سفر ,اثبات المنصرف من خزينه مصرالجديده يوم 21/1/2020 - عبدالحميد رجب,الادارة العامة ,الادارة العامة ,75.00,الإدارة,2001,
1-Jan-20,511,الخدمات,صيانه,اثبات المنصرف من خزينه مصرالجديده يوم 21/1/2020 -  رجب سيد - صيانه كراسى,الادارة العامة ,الادارة العامة ,700.00,الإدارة,2001,
1-Jan-20,511,الخدمات,دعاية وإستقبال وضيافة,اثبات المنصرف من خزينه مصرالجديده يوم 21/1/2020 - ضيافه - الإدارة الماليه,الادارة العامة ,الادارة العامة ,787.00,الإدارة,2001,
1-Jan-20,521,الخدمات,صيانه,تسويه - عيد عبدالحميد - صيانه سيارات,جراج شبرا,جراج شبرا,675.00,الإدارة,2002,
1-Jan-20,523,خامات,وقود وزيوت,تسويه - عيد عبدالحميد - فواتير بنزين,جراج شبرا,جراج شبرا,985.00,الإدارة,2002,
1-Jan-20,523,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسويه - عيد عبدالحميد - كارته طريق,جراج شبرا,جراج شبرا,15.00,الإدارة,2002,
1-Jan-20,523,الخدمات,صيانه,تسويه - عيد عبدالحميد - صيانه سيارات,جراج شبرا,جراج شبرا,20.00,الإدارة,2002,
1-Jan-20,524,خامات,وقود وزيوت,تسويه - عيد عبدالحميد - فواتير بنزين,جراج شبرا,جراج شبرا,1940.00,الإدارة,2002,
1-Jan-20,524,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسويه - عيد عبدالحميد - كارته طريق,جراج شبرا,جراج شبرا,800.00,الإدارة,2002,
1-Jan-20,525,خامات,وقود وزيوت,تسويه - عيد عبدالحميد - فواتير بنزين,جراج شبرا,جراج شبرا,1520.00,الإدارة,2002,
1-Jan-20,525,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسويه - عيد عبدالحميد - كارته طريق,جراج شبرا,جراج شبرا,110.00,الإدارة,2002,
1-Jan-20,526,اجور,اجور اضافية ,تسويه - عيد عبدالحميد - سهر عاملين بالجراج,جراج شبرا,جراج شبرا,510.00,الإدارة,2002,
1-Jan-20,526,الخدمات,إنتقال وبدل سفر ,تسويه - عيد عبدالحميد - انتقالات عاملين بالجراج,جراج شبرا,جراج شبرا,90.00,الإدارة,2002,
1-Jan-20,527,خامات,وقود وزيوت,تسويه - عيد عبدالحميد - فواتير بنزين,جراج شبرا,جراج شبرا,1365.00,الإدارة,2002,
1-Jan-20,527,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسويه - عيد عبدالحميد - كارته طريق,جراج شبرا,جراج شبرا,240.00,الإدارة,2002,
1-Jan-20,528,خامات,مياة,تسويه - عيد عبدالحميد - استهلاك مياه الجراج,جراج شبرا,جراج شبرا,2958.23,الإدارة,2002,
1-Jan-20,529,خامات,وقود وزيوت,تسويه - عيد عبدالحميد - فواتير بنزين,جراج شبرا,جراج شبرا,3940.00,الإدارة,2002,
1-Jan-20,529,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسويه - عيد عبدالحميد - كارته طريق,جراج شبرا,جراج شبرا,40.00,الإدارة,2002,
1-Jan-20,529,الخدمات,صيانه,تسويه - عيد عبدالحميد - سيارات,جراج شبرا,جراج شبرا,100.00,الإدارة,2002,
1-Jan-20,530,خامات,وقود وزيوت,تسويه - عيد عبدالحميد - فواتير بنزين,جراج شبرا,جراج شبرا,2751.00,الإدارة,2002,
1-Jan-20,530,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسويه - عيد عبدالحميد - كارته طريق,جراج شبرا,جراج شبرا,130.00,الإدارة,2002,
1-Jan-20,530,الخدمات,صيانه,تسويه - عيد عبدالحميد - سيارات,جراج شبرا,جراج شبرا,10.00,الإدارة,2002,
1-Jan-20,531,الخدمات,صيانه,تسويه - عيد عبدالحميد - سيارات,المجزر الى,المجزر الى,150.00,المقاولات,4040,
1-Jan-20,537,خامات,مياة,تسويه - عبدالحليم توفيق سلطان - إيصال مياه الاستراحه,مصارف البكاتوش,مصارف البكاتوش,31.00,المقاولات,4057,
1-Jan-20,537,الخدمات,صيانه,تسويه - عبدالحليم توفيق سلطان - سيارات,مصارف البكاتوش,مصارف البكاتوش,340.00,المقاولات,4057,
1-Jan-20,537,الخدمات,إنتقال وبدل سفر ,تسويه - عبدالحليم توفيق سلطان - مأموريات ايمن السعيد,مصارف البكاتوش,مصارف البكاتوش,120.00,المقاولات,4057,
1-Jan-20,537,الخدمات,أعمال بالمقطوعية,تسويه - عبدالحليم توفيق سلطان - ايجار مولد,مصارف البكاتوش,مصارف البكاتوش,532.37,المقاولات,4057,
1-Jan-20,539,الخدمات,تصوير,تسويه - عبدالحليم توفيق سلطان - مستندات,مصارف شوبر,مصارف شوبر,15.00,المقاولات,4061,
1-Jan-20,539,خامات,أدوات كتابية,تسويه - عبدالحليم توفيق سلطان - دوسيهات,مصارف شوبر,مصارف شوبر,15.00,المقاولات,4061,
1-Jan-20,540,الخدمات,نقل ومشال تحميل وتعتيق,تسويه - عبدالحليم توفيق سلطان - ايجار  كساحه,مصارف شوبر,مصارف شوبر,3092.78,المقاولات,4061,
1-Jan-20,541,خامات,وقود وزيوت,تسويه - عبدالحليم توفيق سلطان - فواتير بنزين,مصارف البكاتوش,مصارف البكاتوش,1240.00,المقاولات,4057,
1-Jan-20,541,الخدمات,صيانه,تسويه - عبدالحليم توفيق سلطان - سيارات,مصارف البكاتوش,مصارف البكاتوش,100.00,المقاولات,4057,
1-Jan-20,542,خامات,وقود وزيوت,تسويه - عبدالحليم توفيق سلطان - فواتير بنزين,مصارف شوبر,مصارف شوبر,1350.00,المقاولات,4061,
1-Jan-20,542,الخدمات,صيانه,تسويه - عبدالحليم توفيق سلطان - سيارات,مصارف شوبر,مصارف شوبر,200.00,المقاولات,4061,
1-Jan-20,543,خامات,وقود وزيوت,تسويه - عبدالحليم توفيق سلطان - فواتير بنزين,مصارف البكاتوش,مصارف البكاتوش,1620.00,المقاولات,4057,
1-Jan-20,543,الخدمات,صيانه,تسويه - عبدالحليم توفيق سلطان - سيارات,مصارف البكاتوش,مصارف البكاتوش,70.00,المقاولات,4057,
1-Jan-20,543,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسويه - عبدالحليم توفيق سلطان - كارته طريق,مصارف البكاتوش,مصارف البكاتوش,10.00,المقاولات,4057,
1-Jan-20,545,خامات,كهرباء وإنارة,تسويه - عبدالحليم توفيق سلطان - فواتير كهرباء الاستراحه,مصارف شوبر,مصارف شوبر,103.00,المقاولات,4061,
1-Jan-20,545,الخدمات,نقل ومشال تحميل وتعتيق,تسويه - عبدالحليم توفيق سلطان - مواسير بلاستيك,مصارف شوبر,مصارف شوبر,3489.92,المقاولات,4061,
1-Jan-20,552,خامات,خامات ومهمات,تسويه - محمد عبدالباقى - مصروفات نثريه - اكراميه,جبال السخنه,جبال السخنه,100.00,المقاولات,4077,
1-Jan-20,552,الخدمات,ايجار معدات,تسويه - محمد عبدالباقى - معدات ثقيله,جبال السخنه,جبال السخنه,21660.00,المقاولات,4077,
1-Jan-20,552,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسويه - محمد عبدالباقى- كارته طريق,جبال السخنه,جبال السخنه,2105.00,المقاولات,4077,
1-Jan-20,553,خامات,خامات ومهمات,تسويه - محمد عبدالباقى - مصروفات نثريه - اكراميه,جراج شبرا,جراج شبرا,75.00,الإدارة,2002,
